ID,Cena,Powierzchnia,Cena za metr,Pokoje,Ulica,Dzielnica,Obszar administracyjny,Miasto,Województwo,Piętro,Winda,Czynsz,Tytuł,Link
66730634,266 900 zł,17.91m²,14 902 zł/m²,1,ul. Romana Szymańskiego, Centrum, Stare Miasto, Poznań, wielkopolskie,parter,nie,brak informacji,1-pokojowe mieszkanie 17m2 Bez Prowizji,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-17m2-bez-prowizji-ID4wZGy
66730653,331 000 zł,20.95m²,15 800 zł/m²,1,ul. Romana Szymańskiego, Centrum, Stare Miasto, Poznań, wielkopolskie,4,nie,brak informacji,1-pokojowe mieszkanie 20m2 Bez Pośredników,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-20m2-bez-posrednikow-ID4wZGR
66713308,333 600 zł,26.1m²,12 782 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,3,tak,brak informacji,1-pokojowe mieszkanie 26m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-bez-prowizji-ID4wWb6
66292063,333 990 zł,24.11m²,13 853 zł/m²,1,os. Lotnictwa Polskiego, Wola, Jeżyce, Poznań, wielkopolskie,6,tak,brak informacji,1-pokojowe mieszkanie 24m2 Bez Pośredników,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-24m2-bez-posrednikow-ID4u9AP
65812797,237 824 zł,25.14m²,9 460 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,3,tak,brak informacji,Nadolnik Compact Apartments | apartament AB.3.088,https://www.otodom.pl/pl/oferta/nadolnik-compact-apartments-apartament-ab-3-088-ID4s8UJ
66292513,333 990 zł,23.95m²,13 945 zł/m²,1,os. Lotnictwa Polskiego, Wola, Jeżyce, Poznań, wielkopolskie,8,tak,brak informacji,1-pokojowe mieszkanie 23m2 Bez Pośredników,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-23m2-bez-posrednikow-ID4u9I5
65812775,271 975 zł,28.75m²,9 460 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,3,tak,brak informacji,Nadolnik Compact Apartments | apartament AB.3.053,https://www.otodom.pl/pl/oferta/nadolnik-compact-apartments-apartament-ab-3-053-ID4s8Un
65812762,237 824 zł,25.14m²,9 460 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,1,tak,brak informacji,Nadolnik Compact Apartments | apartament AB.1.070,https://www.otodom.pl/pl/oferta/nadolnik-compact-apartments-apartament-ab-1-070-ID4s8Ua
66735843,316 100 zł,26.45m²,11 951 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,2,tak,brak informacji,1-pokojowe mieszkanie 26m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-bezposrednio-ID4v12z
66292399,349 900 zł,23.97m²,14 597 zł/m²,1,os. Lotnictwa Polskiego, Wola, Jeżyce, Poznań, wielkopolskie,5,tak,brak informacji,1-pokojowe mieszkanie 23m2 Bez Prowizji,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-23m2-bez-prowizji-ID4u9Gf
66730657,328 300 zł,20.78m²,15 799 zł/m²,1,ul. Romana Szymańskiego, Centrum, Stare Miasto, Poznań, wielkopolskie,4,nie,brak informacji,1-pokojowe mieszkanie 20m2 Bez Prowizji,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-20m2-bez-prowizji-ID4wZGW
66713312,344 800 zł,26.45m²,13 036 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,4,tak,brak informacji,1-pokojowe mieszkanie 26m2 + balkon,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-ID4wWba
65812768,271 975 zł,28.75m²,9 460 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,2,tak,brak informacji,Nadolnik Compact Apartments | apartament AB.2.044,https://www.otodom.pl/pl/oferta/nadolnik-compact-apartments-apartament-ab-2-044-ID4s8Ug
66730643,337 700 zł,20.1m²,16 801 zł/m²,1,ul. Romana Szymańskiego, Centrum, Stare Miasto, Poznań, wielkopolskie,1,nie,brak informacji,1-pokojowe mieszkanie 20m2 Bez Pośredników,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-20m2-bez-posrednikow-ID4wZGH
66735842,306 800 zł,25.62m²,11 975 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,2,tak,brak informacji,1-pokojowe mieszkanie 25m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-balkon-bezposrednio-ID4v12y
65812784,215 701 zł,25.14m²,8 580 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,2,tak,brak informacji,Nadolnik Compact Apartments | apartament AB.2.060,https://www.otodom.pl/pl/oferta/nadolnik-compact-apartments-apartament-ab-2-060-ID4s8Uv
65812788,330 627 zł,34.95m²,9 460 zł/m²,2,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,3,tak,brak informacji,Nadolnik Compact Apartments | apartament AB.3.052,https://www.otodom.pl/pl/oferta/nadolnik-compact-apartments-apartament-ab-3-052-ID4s8UA
66713207,304 800 zł,28.3m²,10 770 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,2,tak,brak informacji,1-pokojowe mieszkanie 28m2 Bez Pośredników,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-bez-posrednikow-ID4wW9t
66713237,315 200 zł,26.57m²,11 863 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,2,tak,brak informacji,1-pokojowe mieszkanie 26m2 + balkon,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-ID4wW9X
66713203,327 900 zł,27.72m²,11 829 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,2,tak,brak informacji,1-pokojowe mieszkanie 27m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-balkon-bezposrednio-ID4wW9p
65812778,233 567 zł,24.69m²,9 460 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,2,tak,brak informacji,Nadolnik Compact Apartments | apartament AB.2.073,https://www.otodom.pl/pl/oferta/nadolnik-compact-apartments-apartament-ab-2-073-ID4s8Uq
66819146,305 300 zł,18.39m²,16 601 zł/m²,1,ul. Romana Szymańskiego, Centrum, Stare Miasto, Poznań, wielkopolskie,1,nie,brak informacji,1-pokojowe mieszkanie 18m2 Bez Pośredników,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-18m2-bez-posrednikow-ID4vmIa
65812765,330 627 zł,34.95m²,9 460 zł/m²,2,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,parter,tak,brak informacji,Nadolnik Compact Apartments | apartament AB.0.042,https://www.otodom.pl/pl/oferta/nadolnik-compact-apartments-apartament-ab-0-042-ID4s8Ud
66713358,337 800 zł,26.45m²,12 771 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,3,tak,brak informacji,1-pokojowe mieszkanie 26m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-balkon-bez-prowizji-ID4wWbU
66713212,321 800 zł,29.1m²,11 058 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,parter,tak,brak informacji,1-pokojowe mieszkanie 29m2 Bez Prowizji,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-bez-prowizji-ID4wW9y
66713195,354 400 zł,30.96m²,11 447 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,parter,tak,brak informacji,1-pokojowe mieszkanie 30m2 + ogródek,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-30m2-ogrodek-ID4wW9h
66713241,344 800 zł,27.29m²,12 635 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,6,tak,brak informacji,1-pokojowe mieszkanie 27m2 Bez Prowizji,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-bez-prowizji-ID4wWa1
66652464,277 745 zł,29.36m²,9 460 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,5,tak,brak informacji,Nadolnik Compact Apartments | apartament AB.5.027,https://www.otodom.pl/pl/oferta/nadolnik-compact-apartments-apartament-ab-5-027-ID4wFlK
66730630,309 500 zł,20.77m²,14 901 zł/m²,1,ul. Romana Szymańskiego, Centrum, Stare Miasto, Poznań, wielkopolskie,parter,nie,brak informacji,1-pokojowe mieszkanie 20m2 Bezpośrednio,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-20m2-bezposrednio-ID4wZGu
66735847,326 700 zł,27.61m²,11 833 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,2,tak,brak informacji,1-pokojowe mieszkanie 27m2 + balkon Bezpośrednio,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-27m2-balkon-bezposrednio-ID4v12D
66713231,312 900 zł,28.3m²,11 057 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,parter,tak,brak informacji,1-pokojowe mieszkanie 28m2 Bez Pośredników,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-bez-posrednikow-ID4wW9R
65812818,334 884 zł,35.4m²,9 460 zł/m²,2,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,5,tak,brak informacji,Nadolnik Compact Apartments | apartament AB.5.026,https://www.otodom.pl/pl/oferta/nadolnik-compact-apartments-apartament-ab-5-026-ID4s8W4
66297024,321 999 zł,28.39m²,11 342 zł/m²,1,ul. Koszalińska, Strzeszyn, Jeżyce, Poznań, wielkopolskie,1,tak,brak informacji,1-pokojowe mieszkanie 28m2 Bez Prowizji,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-bez-prowizji-ID4uaSQ
66730629,292 300 zł,19.62m²,14 898 zł/m²,1,ul. Romana Szymańskiego, Centrum, Stare Miasto, Poznań, wielkopolskie,parter,nie,brak informacji,1-pokojowe mieszkanie 19m2 Bez Prowizji,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-19m2-bez-prowizji-ID4wZGt
65812772,234 513 zł,24.79m²,9 460 zł/m²,1,ul. Nadolnik, Główna, Nowe Miasto, Poznań, wielkopolskie,2,tak,brak informacji,Nadolnik Compact Apartments | apartament AB.2.061,https://www.otodom.pl/pl/oferta/nadolnik-compact-apartments-apartament-ab-2-061-ID4s8Uk
66713313,318 100 zł,28.3m²,11 240 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,1,tak,brak informacji,1-pokojowe mieszkanie 28m2 Bez Pośredników,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-bez-posrednikow-ID4wWbb
