ID,Cena,Powierzchnia,Cena za metr,Pokoje,Ulica,Dzielnica,Obszar administracyjny,Miasto,Województwo,Piętro,Winda,Czynsz,Tytuł,Link
66819142,212 100 zł,13.51m²,15 699 zł/m²,1,ul. Romana Szymańskiego, Centrum, Stare Miasto, Poznań, wielkopolskie,parter,nie,brak informacji,1-pokojowe mieszkanie 13m2 Bezpośrednio,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-13m2-bezposrednio-ID4vmI6
66551229,335 000 zł,25.36m²,13 210 zł/m²,1,ul. Krótka, Główna, Nowe Miasto, Poznań, wielkopolskie,1 piętro,nie,130 zł,Jasna kawalerka w stylu LOFT - okolice Śródki - P-ń,https://www.otodom.pl/pl/oferta/jasna-kawalerka-w-stylu-loft-okolice-srodki-p-n-ID4wf0W
66987900,349 000 zł,45.1m²,7 738 zł/m²,3,ul. Piekary, Centrum, Stare Miasto, Poznań, wielkopolskie,4 piętro,nie,0,3 pokoje | 45 m² z Potencjałem | Stare Miasto,https://www.otodom.pl/pl/oferta/3-pokoje-45-m-z-potencjalem-stare-miasto-ID4x4C0
67060628,260 000 zł,25.54m²,10 180 zł/m²,2,ul. Kolejowa, Łazarz, Grunwald, Poznań, wielkopolskie,parter,nie,brak informacji,Mieszkanie do remontu w kamienicy,https://www.otodom.pl/pl/oferta/mieszkanie-do-remontu-w-kamienicy-ID4xnx2
67049447,335 000 zł,25.83m²,12 969 zł/m²,1,ul. Nad Potokiem, Sołacz, Jeżyce, Poznań, wielkopolskie,1 piętro,nie,456 zł,Kawalerska z obłędnym widokiem na zieleń |SOŁACZ|,https://www.otodom.pl/pl/oferta/kawalerska-z-oblednym-widokiem-na-zielen-solacz-ID4xkCH
66968033,349 000 zł,33.9m²,10 295 zł/m²,2,ul. Chlebowa, Zawady, Nowe Miasto, Poznań, wielkopolskie,parter,nie,567 zł,"ul. Chlebowa, 2 pok, 34m2 parter (s)",https://www.otodom.pl/pl/oferta/ul-chlebowa-2-pok-34m2-parter-s-ID4vZrz
66994092,308 000 zł,28.16m²,10 938 zł/m²,1,ul. Śródka, Śródka, Nowe Miasto, Poznań, wielkopolskie,2 piętro,nie,390 zł,Kawalerka na poznańskiej Śródce,https://www.otodom.pl/pl/oferta/kawalerka-na-poznanskiej-srodce-ID4x6dS
66740657,290 000 zł,26.13m²,11 098 zł/m²,1,ul. Kolejowa, Wilda, Wilda, Poznań, wielkopolskie,1 piętro,nie,brak informacji,Kamienica na Łazarzu – mieszkanie 26 m² w super lokalizacji,https://www.otodom.pl/pl/oferta/kamienica-na-lazarzu-mieszkanie-26-m-w-super-lokalizacji-ID4v2id
66854996,39 220 zł,59.1m²,664 zł/m²,3,,Naramowice, Stare Miasto, Poznań, wielkopolskie,4 piętro,nie,brak informacji,"1/6 udziału w lokalu, Poznań, Osiedle Łokietka - nowa niższa cena.",https://www.otodom.pl/pl/oferta/1-6-udzialu-w-lokalu-poznan-osiedle-lokietka-nowa-nizsza-cena-ID4vv2o
67025974,185 000 zł,25m²,7 400 zł/m²,1,ul. Bukowska, Jeżyce, Jeżyce, Poznań, wielkopolskie,suterena,nie,500 zł,Wykończona kawalerka gotowa do najmu,https://www.otodom.pl/pl/oferta/wykonczona-kawalerka-gotowa-do-najmu-ID4xev6
66296985,328 018 zł,28.39m²,11 554 zł/m²,1,ul. Koszalińska, Strzeszyn, Jeżyce, Poznań, wielkopolskie,3 piętro,tak,brak informacji,1-pokojowe mieszkanie 28m2 Bez Prowizji,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-bez-prowizji-ID4uaSd
67057374,343 500 zł,26.61m²,12 909 zł/m²,1,,Naramowice, Stare Miasto, Poznań, wielkopolskie,4 piętro,tak,0,"Świetna lokalizacja, południowy balkon !",https://www.otodom.pl/pl/oferta/swietna-lokalizacja-poludniowy-balkon-ID4xmGy
66918710,349 000 zł,33.85m²,10 310 zł/m²,2,ul. Galla Anonima, Jeżyce, Jeżyce, Poznań, wielkopolskie,2 piętro,nie,700 zł,Świetna Lokalizacja|2 Pokoje|Balkon|Nowe Okna,https://www.otodom.pl/pl/oferta/swietna-lokalizacja-2-pokoje-balkon-nowe-okna-ID4vMC2
67023938,330 000 zł,29m²,11 379 zł/m²,1,,Jeżyce, Jeżyce, Poznań, wielkopolskie,parter,nie,brak informacji,"Kawalerka w Centrum Poznania, 29 m2",https://www.otodom.pl/pl/oferta/kawalerka-w-centrum-poznania-29-m2-ID4xdZg
66292278,329 880 zł,24m²,13 745 zł/m²,1,os. Lotnictwa Polskiego, Wola, Jeżyce, Poznań, wielkopolskie,1 piętro,tak,brak informacji,1-pokojowe mieszkanie 24m2 Bez Prowizji,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-24m2-bez-prowizji-ID4u9Ei
66599317,340 000 zł,40m²,8 500 zł/m²,2,ul. Jana Spychalskiego, Wilda, Wilda, Poznań, wielkopolskie,suterena,nie,250 zł,⭐️ Mieszkanie z potencjałem usługowym ⭐ Poznań ⭐,https://www.otodom.pl/pl/oferta/mieszkanie-z-potencjalem-uslugowym-poznan-ID4wrvx
67038859,350 000 zł,31.65m²,11 058 zł/m²,1,ul. Zielona, Centrum, Stare Miasto, Poznań, wielkopolskie,suterena,nie,brak informacji,"⭐Lokal w centrum Poznania – ul. Zielona ⭐31,65m2⭐",https://www.otodom.pl/pl/oferta/lokal-w-centrum-poznania-ul-zielona-31-65m2-ID4xhRW
67056141,319 000 zł,24.15m²,13 209 zł/m²,1,ul. Antoniego Kosińskiego, Wilda, Wilda, Poznań, wielkopolskie,parter,nie,300 zł,Przytulna kawalerka Wilda,https://www.otodom.pl/pl/oferta/przytulna-kawalerka-wilda-ID4xmmF
67037487,275 000 zł,24.7m²,11 134 zł/m²,1,os. Bohaterów II Wojny Światowej 35, Rataje, Nowe Miasto, Poznań, wielkopolskie,9 piętro,tak,brak informacji,Słoneczna kawalerka do własnej aranżacji!,https://www.otodom.pl/pl/oferta/sloneczna-kawalerka-do-wlasnej-aranzacji-ID4xhwN
67045477,285 000 zł,26.26m²,10 853 zł/m²,2,ul. Kanałowa, Łazarz, Grunwald, Poznań, wielkopolskie,2 piętro,nie,410 zł,Mieszkanie w topowej lokalizacji blisko Parku Wilsona i Targów,https://www.otodom.pl/pl/oferta/mieszkanie-w-topowej-lokalizacji-blisko-parku-wilsona-i-targow-ID4xjAF
66631041,,28.29m²,,1,ul. Michała Kajki, Ogrody, Jeżyce, Poznań, wielkopolskie,2 piętro,tak,brak informacji,1-pokojowe mieszkanie 28m2 + balkon Bez Prowizji,https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-28m2-balkon-bez-prowizji-ID4wzMd
66454655,299 999 zł,26.3m²,11 407 zł/m²,1,ul. Szpitalna, Ogrody, Jeżyce, Poznań, wielkopolskie,5 piętro,nie,brak informacji,Okazja! Kawalerka po remoncie! Ul. Szpitalna,https://www.otodom.pl/pl/oferta/okazja-kawalerka-po-remoncie-ul-szpitalna-ID4uPTh
67052097,306 500 zł,25.28m²,12 124 zł/m²,1,ul. Naramowicka, Winogrady, Stare Miasto, Poznań, wielkopolskie,1 piętro,tak,brak informacji,0% Prowizji. Naramowice. Nowe od Dewelopera,https://www.otodom.pl/pl/oferta/0-prowizji-naramowice-nowe-od-dewelopera-ID4xljr
67052098,317 300 zł,27.72m²,11 447 zł/m²,1,ul. Naramowicka, Naramowice, Stare Miasto, Poznań, wielkopolskie,parter,tak,brak informacji,0% Prowizji. Naramowice. Nowe od Dewelopera,https://www.otodom.pl/pl/oferta/0-prowizji-naramowice-nowe-od-dewelopera-ID4xljs
67030889,320 000 zł,27m²,11 852 zł/m²,1,os. Przyjaźni, Winogrady, Stare Miasto, Poznań, wielkopolskie,2 piętro,nie,500 zł,Duża kawalerka z niezależną kuchnią+ piwnica- 2 piętro niski bloku,https://www.otodom.pl/pl/oferta/duza-kawalerka-z-niezalezna-kuchnia-piwnica-2-pietro-niski-bloku-ID4xfNn
67025097,249 000 zł,27m²,9 222 zł/m²,2,,Stare Miasto, Stare Miasto, Poznań, wielkopolskie,parter,nie,0 zł,Bezczynszowy szeregowiec z ogrodem i miejscem postojow. Pełna Własność,https://www.otodom.pl/pl/oferta/bezczynszowy-szeregowiec-z-ogrodem-i-miejscem-postojow-pelna-wlasnosc-ID4xehX
66976140,309 000 zł,31.56m²,9 791 zł/m²,1,ul. Hetmańska, os. Hetmańskie HCP, Grunwald, Poznań, wielkopolskie,7 piętro,tak,275 zł,Mieszkanie do remontu,https://www.otodom.pl/pl/oferta/mieszkanie-do-remontu-ID4x1yk
67050442,345 000 zł,29.48m²,11 703 zł/m²,2,ul. Turkusowa, Winiary, Jeżyce, Poznań, wielkopolskie,4 piętro,tak,700 zł,Przytulne 2 pokoje w zielonej okolicy - Sołacz!,https://www.otodom.pl/pl/oferta/przytulne-2-pokoje-w-zielonej-okolicy-solacz-ID4xkSK
66715149,330 000 zł,27m²,12 222 zł/m²,1,al. Pod Lipami, Winogrady, Stare Miasto, Poznań, wielkopolskie,parter,tak,326 zł,Funkcjonalna kawalerka na Winogradach,https://www.otodom.pl/pl/oferta/funkcjonalna-kawalerka-na-winogradach-ID4wWEN
67048399,200 000 zł,27.76m²,7 205 zł/m²,1,ul. Krótka, Główna, Nowe Miasto, Poznań, wielkopolskie,2 piętro,nie,0 zł,Kawalerka w okolicy Ronda Śródka - ul. Krótka 2.,https://www.otodom.pl/pl/oferta/kawalerka-w-okolicy-ronda-srodka-ul-krotka-2-ID4xklN
67048401,269 000 zł,59.82m²,4 497 zł/m²,2,ul. Krótka, Główna, Nowe Miasto, Poznań, wielkopolskie,3 piętro,nie,0 zł,Dwupokojowe do remontu. Niedaleko Ronda Śródka.,https://www.otodom.pl/pl/oferta/dwupokojowe-do-remontu-niedaleko-ronda-srodka-ID4xklP
